city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,details,price_per_meter,age_category
الرياض,حي الملز,جنوب غربي,750,28,7,5,3,1,1,1,1,0,0,1,1,1,0,0,0,0,1,80000,"فيلا للايجار دورين درج جانبي 

فناء خارجي ومسبح 

بدون مكيفات بدون مطبخ 

للاستفسار ابو احمد 
0533332881",106.67,Old
الرياض,حي العارض,شمال,250,0,5,5,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,85000,"== للايجار فيلا دبلكس راقية جدا وموقعها ممتاز 

== الموقع حى العارض شمال الملك سلمان 

==مواصفات الفيلا ،،،،،،

===== الدور الارضى ====


== مجلس رجال == مقلط طعام == صاله عائلية 

== مطبخ راكب بفتح على الصاله والحوش 

== حوش امامى وحوش خلفى صغير  

...",340.0,New
الرياض,حي العارض,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...",320.0,New
الرياض,حي الياسمين,جنوب,339,9,4,5,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,120000,"للايجار فيلا درج صاله فقط حي الياسمين
بناء شخصي  ساكنها المالك 
مساحه ٣٣٩م شارع ١٥ م جنوبي
مدخل سيارة غرفة سائق ملحق خارجي مجلس رجال ونساء وصاله طعام مطبخ
الدور الاول 4غرف نوم وصاله السطح غرفة وسطح
موسس بلا كامل
تكييف اسبلت
الايجار دفع واحده
١٢٠ الف
...",353.98,Medium
الرياض,حي المونسية,جنوب,350,0,3,3,2,1,0,1,1,0,0,1,0,1,0,0,1,0,0,65000,فله درج داخلي جديدة مجالس تحت وفوق ٣غرف نوم للاجار بالمونسيه.....خوجا...موقع ممتاز وديكورات جبسيه,185.71,New
الرياض,حي السليمانية,شمال,200,10,4,5,2,1,0,1,1,0,1,0,0,0,0,1,1,0,0,90000,"للايجار فيلا بحي السليمانية مساحه 
دبلكس مجلس ومقلط وصاله 
الدور الاول علوي 
٤غرف نوم  وصاله 
السطح غرفه شغاله ومكان غسيل 
عليها ٩٠الف",450.0,Medium
الرياض,حي العارض,شرق,220,0,4,5,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,85000,"للايجار فيلا دبلكس فاخرة 
الفيلا شغل شخصى ممتاز
موقعها بحى العارض 
مواصفات الفيلا // الارضى 
مجلس رجال + مقلط طعام 
صاله عائلية + مطبخ + مستودع 
وحوش + مغاسل + دورتين مياة 
//// الدور العلوى ////
ثلاث غرف نوم ( غرفه ماستر رئيسيه )
//// السطح /////
غر...",386.36,New
الرياض,حي العقيق,شرق,900,20,5,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,200000,"لايجار فيلا درج صالة 
حي العقيق 
شارع تجاري ٣٠ 
الدور الارضي استقبال كامل 
مجالس رجال و صالة طعام و مجلس نساء مع صالة 
مطبخ كبير 

الدور العلوي 
خمس غرف نوم 
مع صالة 
مع السطح مع المنافع 

مطلوب ايجار ٢٠٠ الف 
قابل للتفاوض",222.22,Old
الرياض,حي المونسية,شمال غربي,290,0,7,5,2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,90000,"للإيجار فيلا جديده مستخدمه ثلاثة أشهر حي المونسية الغربيه موقع مميز جداً  قريبه من المطار ومن جميع الخدمات على شارعين  مطبخ راكب + فرن + ميكرويف +ثلاجات عدد ٢ +ومكيفات راكبة سبليت جميع الغرف + مكيف دولاب في الصاله  + غسالات اتوماتيك عدد ٣ 


 🔷 أسس ...",310.34,New
الرياض,حي المرسلات,غرب,400,18,5,5,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,150000,"عمرها 18 سنة, حالتها ممتازة , شارع 20 , رخام , جبس ,سيراميك ,مكيغات سبيلت , مطبخ , ستائر",375.0,Old
الرياض,حي العقيق,غرب,375,13,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,80000,"فيلا للايجار بالعقيق
مكونه من
مدخل سياره وملحق خارجي وحوش ومجلس رجال ومقلط وصاله ومطبخ بداخله مستودع صغير وغرفه كبار سن
وفوق ٤ غرف نوم وصاله
والسطح غرفه شغاله 
بدون بدون بدون مطبخ ولا مكيفات
الايجار ٨٠الف

و",213.33,Medium
الرياض,حي المونسية,شرق,200,5,7,5,2,1,0,0,1,0,1,0,0,0,0,1,1,0,0,50000,"فيلا للايجار 

حي المونسية

دبلوكس

درج داخلي 

المكيفات سبيلت راكبة

المطبخ راكب

مجلس ومقلط وصالة ومطبخ

الدور الاول 4 غرف و صالة 

السطح 2 غرفة وسطح كبير


الايجار 50000 ريال

0568191192
0501690778
0582920639",250.0,Modern
الرياض,حي الرحمانية,شمال,450,12,7,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,130000,للايجار فله فاخره استعمال نظيف بموقع متميز حي الرحمانيه يتوسط موقعها مابين طريق الملك فهد وطريق التخصصي وطريق العروبه وطريق الملك عبدالله مكيفه بالكامل يوجد غرفة سائق ومدخل سياره وغرفه خادمه الرجاء الاتصال,288.89,Medium
الرياض,حي القادسية,غرب,250,0,5,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,55000,"ايجار فيلا جديد دبلكس متلاصقه مشب مقلط مجلس رجال صالةغرفة كبارسن مطبخ هذا الارضي اربع غرف نوم ثنين غرفة نوم ماستر صاله كورنر صغير كوفي
الاول غرفة شغاله حمام سطح الثاني
باقي التفاصيل واتس......",220.0,New
الرياض,حي النرجس,شرق,270,0,4,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,100000,"للايجار فيلا درج صاله

شغل مودرن تصميم راقي جداً

بحي النرجس

عمرها سنة وحده

المساحه ٢٧٠م شارع ١٥شرقي 

تتكون من....
الدور الارضي استقبال بالكامل

حوش و مدخل سياره 🚐 و غرفة سائق
مجلس رجال و مقلط و صاله ومطبخ راكب
ومكيفات راكب اسبلت

الدور العلوي......",370.37,New
الرياض,حي الملقا,شمال,200,0,4,5,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,120000,"ماشاء الله تبارك الله فيلا بحي الملقا بمدينة الرياض دبلوكس جديدة بناء شخصي للايجار.

الدور الأرضي: مجلس رجال بدورة مياه، صالة، مطبخ مع توصيلة غاز مركزي فقط، مجلس نساء دورة مياه. 

الدور الأول: غرفة نوم رئيسية مع دورة مياه مؤسس لها جاكوزي، صالة، غرفة ...",600.0,New
الرياض,حي الياسمين,شمال,300,3,4,3,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,110000,"للايجار فيلا دبلكس حي الياسمين
4 غرف نوم تحت مجالس مودرن مفتوحه علي بعض
مطبخ راكب ومكيفات 
غرفه خادمه غرفه غسيل غرفه سواق
مدخل سياره عمرها 3 سنوات
السعر 110 الف
لتواصل ابو زياد 0551613918",366.67,Modern
الرياض,حي النرجس,غرب,300,0,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,70000,"فله مساحه ٣٠٠ م بحي النرجس شمال سلمان مباشره للايجار .
الارضي مجلس رجال وغرفه طعام وصالتين 
وغرفه خادمه مستقله 
ملحق مستقل بحمام
مطبخ راكب ..
بوفيه 
غرفة ملابس وغساله اوتماتيك .
الدور الاول ٣ غرف بحماماته منها وحده ماستر 
صاله بحمام..مكيفات راكبه اسب...",233.33,New
الرياض,حي العارض,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...",320.0,New
الرياض,حي النزهة,شمال,300,0,7,5,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,125000,فيلا فاخره جديده في حي النزهه مكونه من مجلس - صاله طعام - صاله - ٤ غرف نوم -  مطبخ جديد - غرفه خادمه - غرفه غسيل ومستودع -غرفه سائق - مدخل سياره - وجميع الغرفه بها مكيفات اسبلت جديده - قريبه جداً من مدارس الرواد العالميه - قريبه من مستشفى الحمادي - ا...,416.67,New
الرياض,حي المعيزلة,غرب,250,0,5,5,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,55000,"فيلا للايجار     لن تستخدم  جديده   كن انت اول مستأجر  لمن يبحث عن الجميل والمنزل الراقي 
الفيلا علي شارع ٢٠
حي القادسيه الجديده 
تتكون من دور ارضي 
مقلط 
ومجلس
٢ دوره مياه 
مطبخ 
وصاله 
درج اعلا تتكون من 
٢ غرف ماستر 
٢ غرف عادي 
٢دوره مياه 
وصاله 
...",220.0,New
الرياض,حي السليمانية,غرب,375,10,4,5,3,1,1,1,1,0,1,0,1,1,1,1,1,0,0,110000,"فيلا للايجار تقع في قلب حي العليا وجنوب طريق خريص خلف مستشفى ادما  وبالقرب 

التكييف مركزي لكامل الفيلا 

الدور الارضي مجلس - صالة طعام - وصاله ومطبخ ودورتين مياه وغرفة سائق ومدخل سياره ومسبح 

الطابق العلوي اربع غرف نوم ودورتين مياه 

القبو صالتين و...",293.33,Medium
الرياض,حي المونسية,جنوب,312,0,3,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,65000,"جديدددددددد🔄
فيلا درج داخلي،
استقبال تحت،
و٣ غرف نوم فوق،
وفوق غرفة غسيل..
المساحة ٣١٢ م
الشارع ١٥ جنوبي،
للايجار ٦٥ الف السنة..",208.33,New
الرياض,حي الرمال,جنوب,312,0,5,5,5,0,1,1,1,1,0,1,1,1,0,0,1,0,0,50000,"فيلا زاوية درج داخلى 
استقبال تحت أرضى مجلس وصالة وثلاثة غرف ومقلط..
فوق ثلاثة غرف نوم و صالة 
جديد بناء شخصى ..
حى الملك خالد طريق الثمامة...
55 الف دفعتين 
50 الف دفعة واحدة 
السعر قابل للتفاوض البسيط 
أضواء المساكن
أبو صلاح .....
رجاء مراسلتنا توا...",160.26,New
الرياض,حي العارض,شمال,400,0,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,100000,"فله تصميم حلو نظيفه الدور الارضي الحوش فيه حديقه واستقبال مجلس رجال ودورة مياه ومغاسل الدور الأول غرفه ماستر وغرفتين بينهم حمام وجناح وصاله الدور الثاني غرفة خادمه مع حمام مع غسيل وسطح 
المكيفات والمطبخ راكب
الإيجار في السنه ١٠٠الف دفعتين 
تأمين ٥ ال...",250.0,New
الرياض,حي القادسية,غرب,250,0,5,5,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,55000,"إيجار فيلا درج داخلي جديدة تمامآ تشطيب سوبر لوكس ممتازة جدآ
الدور الارضي يتكون من مدخل سيارة و حوش و مجلس رجال و مقلط و صالة كبيرة و مطبخ و اثنين غرفة كبار السن و ثلاث دورات مياه الدور الاول يتكون من أربع غرف نوم منهم اثنين ماستر و دورة مياه الدور ال...",220.0,New
الرياض,حي القادسية,غرب,250,0,5,5,2,0,1,1,0,0,0,1,0,0,0,1,1,0,0,55000,"إيجار فيلا حي القادسية مساحة ٢٥٠ متر درج داخلي تتكون من مشب
مقلط
مجلس رجال
صالة
غرفة كبار سن
مطبخ 
هذا الارضي اربع غرف نوم 
ثنين غرفة نوم ماستر 
صاله
كورنر صغير كوفي
الاول غرفة شغاله 
حمام
سطح
الثاني الايجار سنوي ٥٥ الف",220.0,New
الرياض,حي الربيع,جنوب غربي,327,10,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,100000,"للايجار فيلا بحي الربيع الشرقي مساحه 327م
زاوية جنوبيه غربية شوارع 15متر
تحت استقبال كامل 
مجلس ومقلط وصاله 
غرفه سائق 
مدخل سياره 
الدور الاول علوي 
4غرف نوم وصاله 
السطح غرفه شغاله ومكان غسيل 
ركب مكيفات 
بدون مطبخ
عليها 100الف",305.81,Medium
الرياض,حي النرجس,شمال,336,0,5,5,2,1,1,1,1,0,1,0,1,1,0,0,0,1,0,140000,"فله المساحه ٣٣٦متر درج صاله مجلس و صاله طعام وصاله ومطبخ ٢حمام مغاسل مصعد مسبح ٥غرف نوم غرفة سائق وغرفة خادمه العمر مايقارب سنه
الإيجار ١٤٠الف
تأمين ٥ الف
الموقع غير دقيق
0568811135 خالد",416.67,New
الرياض,حي العارض,شرق,325,7,5,5,4,1,1,0,1,0,1,1,0,1,0,0,1,0,0,90000,"فيلا للإيجار في حي النرجس

الأرضي: مجلس + صالة + مقلط + مجلس نساء + مطبخ + ملحق   
الأول: 5غرف نوم + 3غرف نوم ماستر+ غرفتين نوم ودورة مياه + غرفة ملابس

الثاني: غرفة خادمة + سطح 

مشاري

0556118008  

وائل الزارع

0535747576


   &&شركة باز التنمية ل...",276.92,Medium
الرياض,حي المونسية,جنوب,325,2,4,4,2,0,1,1,1,0,0,1,0,0,0,0,1,0,0,50000,"نظيفه 
قريبه من طريق الثمامه",153.85,Modern
الرياض,حي الياسمين,شمال,312,9,6,5,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,85000,"فله مفصوله ٣١٢ م للايجار
تحت كراج ومجلسين رجال ونساء ومقلط 
٣ حمامات ومطبخ بدون سايق او ملحق
دور علوي
غرفتين بينهم حمام و٣ غرف وااسعه بحماماتها
وسطح به غرفتين وغسيل وسطح
الفله قرب مسجد
يوجد فيديو للجادين",272.44,Medium
الرياض,حي ظهرة لبن,شمال غربي,500,8,7,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,50000,"للإيجار فله في لبن دور ارضي مع مسروق على شارعين 20م
الدور الأرضي عباره عن مجلس ومقلط وصالة وغرفتين ومطبخ ودورتين مياه
والدور الثاني غرفتين ودورة مياه ( وممكن فتح شقة بجانب الدور المسروق ليصبح الدور العلوي ٤ غرف مع دورتين مياه + الغرفتين الأرضية ليصبح...",100.0,Medium
الرياض,حي العارض,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...",320.0,New
الرياض,حي الروضة,جنوب,352,30,7,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,1,80000,"الجزء الثاني (يوجد جزء ثالث واخير )
======================


فيلا مجددة بالكامل( درج بالصالة ) للايجار :
==========================

      فيلا (درج بالصالة) مجددة بالكامل حديثة التشطيب من اسقف جبسية ودهانات مختارة وادوات صحية وبلاط .

وتتكون الفيلا ...",227.27,Old
الرياض,حي النرجس,شمال شرقي,450,0,5,4,3,1,1,1,0,0,1,1,0,1,1,0,1,0,0,110000,"للايجار فيلا درج صاله في حي النرجس 
شغله شخصية 
مكون من ٢ مدخل سياره 
وغرف سايق 
مدخل رجال ومدخل نساء 
وملحق خارجي وحمام
مجلس صاله مقلط 
٣غرف نوام ومطبخ راكب 
الدور الأول ٣غرف نوام وصاله 
٥حمام
مكيفات اسبلت راكب 
شغله شخصية 
الفلا تفتح علي ٣شوارع
غرب...",244.44,New
الرياض,حي العقيق,شمال,600,4,5,5,3,1,1,1,1,0,1,1,0,1,0,0,0,0,0,180000,"للإيجار فيلا ممتازه vip حي عقيق الموسىمكونه من الدور الارضي غرفة سائق بدورة مياه ملحق خرجي كراج سيارة حوش كبير
مجلس و مجلط و صاله كبيره و مطبخ و دورين مياه 
الدور الاول مكون من ٤ اجنحه وصاله كبيره و ٤ دورات مياه 
الدور الثاني مكون من غرفتين و صاله و ...",300.0,Modern
الرياض,حي العليا,شمال,500,27,5,5,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,115000,حي العليا جنوب شارع الامير سلطان,230.0,Old
الرياض,حي الورود,غرب,400,10,3,4,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,80000,"فيلا للايجار في منطقه حيويه تحتاج الى اعاده تأهيل وبالامكان تخفيض الايجار للسنه الأولى بمقابل عمل الاصلاحات والترميم
علماً بأن الايجار الفعلي للفيلا 160ألف . 
تناسب الافراد والمقيمين لوقوعها في المنطقه الحيويه 
للتواصل 
0530005055منصور.              ...",200.0,Medium
الرياض,حي النرجس,شمال شرقي,450,0,5,5,3,1,1,1,1,0,1,1,0,1,0,0,1,0,0,110000,"للايجار فيلا درج صاله في حي النرجس 
شغله شخصية 
مكون من ٢ مدخل سياره 
وغرف سايق 
مدخل رجال ومدخل نساء 
وملحق خارجي وحمام
مجلس صاله مقلط 
٣غرف نوام ومطبخ راكب 
الدور الأول ٣غرف نوام وصاله 
٥حمام
مكيفات اسبلت راكب 
شغله شخصية 
الفلا تفتح علي ٣شوارع
غرب...",244.44,New
الرياض,حي المونسية,شرق,200,2,7,5,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,65000,"فيلا للايجار ثلاث ادوار درج داخلي 
حي المونسية مربع 37 
قريبة من طريق الصحابة 
الدور الاول 
مدخل سيارة 
مقلط صالة مجلس + 2 دورة مياة 
مطبخ + مستودع + حوش غسيل 
الثاني 
4 غرف نوم + صالة + 3 دورات مياة 
الدور الثالث 
4 غرف نوم + دورتين مياة + صالة 
الا...",325.0,Modern
الرياض,حي الروضة,جنوب,352,30,7,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,1,80000,"الجزء الثالث والاخير للتصوير
==================


فيلا مجددة بالكامل( درج بالصالة ) للايجار :
==========================

      فيلا (درج بالصالة) مجددة بالكامل حديثة التشطيب من اسقف جبسية ودهانات مختارة وادوات صحية وبلاط .

وتتكون الفيلا من ( 3 مداخ...",227.27,Old
الرياض,حي الملقا,جنوب,200,3,5,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,85000,فلة للإيجار في حي الملقا راكب مكيفات ومطبخ مجددة الارضي مجلس ومقلط وصالة ومدخل سيارة والعلوي ٤ غرف نوم والسطح ٥رفتين وغرفة شغالة وغسيل  ب ٨٥ الف دفعتين,425.0,Modern
الرياض,حي العارض,شرق,375,0,4,5,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,110000,فلة ممتازة للايجار في حي العارض مستخدمة عدة سنوات مؤثثة اثاث جديد فخم الارضي غرفة كبار سن ومجلس رجال ومقلط رجال ومجلس نساء وصالة ومطبخ والعلوي ٣ نوم والسطح غرفة شغالة ومستودع وغرفة غسيل ولعب أطفال يوجد فيبر نت وابواب إلكترونية وتحكم اكتروني فيها ب ١١...,293.33,New
الرياض,حي الفيحاء,شمال غربي,650,5,7,5,3,1,1,0,1,0,1,1,1,1,1,0,1,0,1,120000,"فيلا كامل للاجار 
حي الفيحاء - شارع

الفيلا تتكون من : الدور الارضي 
مدخل سيارة + حوش + ٢ خيمة مشب + حديقة مع جلسة علويه + مسبح 
مجلس
مقلط
صالتين
مطبخ ركب
غرفتين نوم
٤ دورات مياه

الدور العلوي تتكون من درج صالة
صالة 
مطبخ مفتوح صالة
٣ غرف نوم
٢ دورات...",184.62,Modern
الرياض,حي النموذجية,شمال شرقي,900,4,5,5,5,1,1,1,1,0,0,1,1,1,0,0,1,0,0,300000,"فيلا للايجار في حي النموذجيه المساحه 1600 متر علي شارعين ومدخلين وحوش يتسع ل 8 سيارات المميزات 
مسبح  حديقه ووواسعه جدا من افضل وارقي التصاميم 
الفيلا جديده",333.33,Modern
الرياض,حي المونسية,جنوب,360,2,4,3,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,55000,فيلا  الايجار  درج داخلي  تحت مجالس   فوق  ٣ غرف نوم  معي دورات مياة,152.78,Modern
الرياض,حي الربوة,غرب,330,10,5,5,2,1,0,1,1,0,1,0,0,1,0,0,1,0,0,79000,"فيلا مستقلة بموقع حيوي شرق طريق النهضة وغرب الدائري الشرقي - حي الربوة.
قريبة من الأسواق التجارية والمطاعم والمدارس الحكومية والأهلية والعالمية.
توفر جميع الخدمات من كهرباء وماء وصرف صحي وألياف بصرية.
سخان مركزي خاص للفيلا.
عشرة (10) مكيفات سبليت.
مط...",239.39,Medium
الرياض,حي العارض,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...",320.0,New
الرياض,حي عليشة,شمال,325,12,5,4,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,50000,"للايجار فله يحي عليشه الموقع ممتاز جدا 
 الاستفسار اتصل 0569665214",153.85,Medium
الرياض,حي الرمال,غرب,310,0,7,4,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,56000,"فيلا جديدة في حي الرمال للإيجار 
حي الرمال - شارع

الفيلا تتكون من :
الدور ارضي مدخل سيارة + حوش + ملحق خارجي + مشب
مجلس
مقلط
صالة
مطبخ
دورتين مياه

الدور العلوي
٣ غرف نوم 
دورة مياه 
غرفة نوم ماستر
دورة مياه تبع الماستر

السطح
سطح كبير

🌐 روبى المس...",180.65,New
الرياض,حي السليمانية,غرب,220,9,4,4,3,1,1,0,1,0,1,0,0,1,0,1,1,0,0,90000,فيلا للايجار في حي السليمانيه درج صاله مكيفات مركزي وغاز مركزي ومطبخ راكب,409.09,Medium
